69.25	-155	49.64912	0
71	-155	49.53216	0
57.5	-154.5	46.25731	0
60.25	-154.5	35.21813	3.702594954
60.75	-154.5	33.5807	1.386919241
62	-154.5	40.49123	3.523131253
64.75	-154.5	39.7076	0
69.5	-154.5	38.53801	0
62.5	-154	33.51462	2.141996146
63.25	-154	32.92222	2.152744169
64.25	-154	34.92573	3.289078908
68.5	-154	47	4.242640687
57.25	-153.5	35.4264	0
59	-153.5	28.71345	0
59.25	-153.5	24.60086	4.780211492
66.5	-153.5	37.58772	3.65958872
67.25	-153.5	40.44035	2.60264793
70.25	-153.5	29.64912	0
59.75	-153	33.73041	8.583696496
60.5	-153	40.97547	1.409957332
62	-153	38.452045	0.209239968
65.75	-153	32.088305	2.670466541
57.75	-152.5	40.0993	0
58.5	-152.5	37.79357	0.556592032
60	-152.5	36.66667	0
60.5	-152.5	37.58762	3.55205192
61.25	-152.5	24.44509	0
64	-152.5	29.95105	0.352068466
69	-152.5	51.87135	0
61.25	-152	38.97074	3.184214911
63	-152	39.90292	7.216618672
63.5	-152	33.57068	0.807063396
65.25	-152	29.4924	1.544886896
67.5	-152	46.22456	4.843059197
68.25	-152	44.462575	3.199764251
59.75	-151.5	23.74416	0
62	-151.5	35.077685	4.132777507
66	-151.5	34.53158	1.034610358
67	-151.5	36.22661	2.441795279
59.5	-151	38.5	0
59.75	-151	46.73341	5.713566634
60.5	-151	31.1	0
60.75	-151	32.7	0
61.5	-151	30.40304	0
62.25	-151	22.5	0
62.5	-151	36.1158875	6.544590424
63.5	-151	31.77576714	1.634940741
64	-151	31.526285	2.08414774
59.75	-150.5	34.375	0
60.5	-150.5	48.11254	7.134350409
60.75	-150.5	53	0
61.5	-150.5	35.2	0
62.25	-150.5	32.64	3.810905404
62.5	-150.5	34.79758667	1.930575425
62.75	-150.5	38.57	0
63.5	-150.5	37.56647	3.912379394
65	-150.5	32.0618	1.784454673
66.25	-150.5	34.72547	0
66.75	-150.5	34.84229	0
69	-150.5	47.06608	3.487563782
69.75	-150.5	33.095905	0.418472864
59.75	-150	34.889835	4.228265206
60.5	-150	44.21694	6.521941589
61.25	-150	30.5	0
61.5	-150	55.75351	0
61.75	-150	28.0981	1.201049152
62.25	-150	29.21814667	2.389718792
62.5	-150	36.93652667	1.699328277
62.75	-150	39.68626222	3.225776004
63	-150	40.2	0
63.5	-150	36.37856375	4.27896166
64.75	-150	30.46145	2.560787208
66.75	-150	32.9807	2.235447378
67.25	-150	37.047315	0.640193266
67.5	-150	39.98248	0
67.75	-150	42.2021	0
60	-149.5	40.496145	8.806046278
60.25	-149.5	37.31694	5.256546959
60.5	-149.5	36.154185	7.071010818
60.75	-149.5	41.70011833	9.723853921
61	-149.5	36.606425	16.37749821
61.25	-149.5	41.86507	10.53769771
61.5	-149.5	26.3	0
63	-149.5	38.51220694	2.791958019
63.25	-149.5	39.91669222	2.32995062
63.75	-149.5	29.9375	3.906764966
64	-149.5	23.89285714	2.555685938
64.25	-149.5	29.19123857	1.015407972
65.25	-149.5	30.31111	2.702717681
65.75	-149.5	31.66440333	0.412505533
68	-149.5	46.54373667	7.250643558
68.75	-149.5	45.298775	4.868030891
60.75	-149	41.15666	13.37373683
61.5	-149	39.11834	5.682790926
61.75	-149	44.240305	9.673652102
62.75	-149	35.02095	2.638372928
63.5	-149	39.05378651	3.176861331
63.75	-149	33.38714898	3.744286671
64	-149	30.891822	4.511264778
64.25	-149	36.05	5.868986284
64.5	-149	27.77510961	1.913276622
64.75	-149	26.78154	0
69	-149	31.33762	0
69.25	-149	37.48538	0
60.75	-148.5	31.9487	5.459872621
61.5	-148.5	42.95833333	14.72931459
61.75	-148.5	31.92905	5.659097252
62.75	-148.5	35.64065667	1.431058558
63	-148.5	37.76285	0
63.25	-148.5	41.73741528	2.368285906
65.5	-148.5	33.8493	1.239091497
68	-148.5	43.564915	2.312359383
69.5	-148.5	34.95911	0
69.75	-148.5	33.83506	2.108953087
60.5	-148	31.332825	12.06723684
60.75	-148	37.155255	16.05875563
62.75	-148	37.76285	0
63	-148	39.51519	0
63.25	-148	42.141636	3.092833375
64.5	-148	28.626755	3.007685765
64.75	-148	28.970158	1.066460413
65	-148	29.23423	0.331251243
65.75	-148	30.407605	1.403458468
67.5	-148	36.12573	1.592022634
60	-147.5	28.85965	12.52943719
61.75	-147.5	45.049016	11.25266626
62.5	-147.5	34.36705667	7.162196227
63	-147.5	35.51222667	5.581282691
63.25	-147.5	35.9	0
65	-147.5	32.71022857	0.346580285
66.75	-147.5	33.83158	2.024559852
61	-147	32.81978333	12.22844602
62	-147	55	0
63	-147	32.8984225	4.916711973
64.5	-147	29.29264	0.413855457
59.5	-146.5	20.13333333	0.4163332
60.5	-146.5	23.31647	6.387253128
62	-146.5	54.1	0
62.25	-146.5	50.9	0
63	-146.5	38.0926	1.40202863
69.25	-146.5	39.51228	0.441630611
61	-146	37.2	0
61.25	-146	39.44889	10.38007879
61.5	-146	50.31877	7.52817255
62	-146	63.9	4.101219331
63	-146	30.2	0
63.5	-146	23.16005	0
63.75	-146	33.8	7.919595949
64	-146	31	0
60.5	-145.5	20.09291333	3.991535377
61.25	-145.5	43.95	0.919238816
62	-145.5	46.9	0.989949494
62.25	-145.5	46.2	0
62.5	-145.5	47.7	0
62.75	-145.5	40	0.848528137
63	-145.5	41.3804325	2.189316533
63.25	-145.5	31.5	0
64.5	-145.5	33.49854	2.826362373
65.5	-145.5	34.846845	1.480462397
67.5	-145.5	34.457895	2.627460306
68	-145.5	38.91228	1.290158749
60.5	-145	36.65023333	4.213152046
61.5	-145	47.95	2.757716447
61.75	-145	48.1	8.909545443
62.5	-145	37	6.646803743
63.75	-145	32.57515667	1.989443534
66.5	-145	37.4	0
70	-145	37.842105	8.261984124
60	-144.5	18.2	0
60.25	-144.5	28.166005	16.21537978
60.5	-144.5	23.51191667	5.847155379
61	-144.5	29.7813675	6.896348455
61.5	-144.5	33.87836333	8.638722269
62	-144.5	36.4	0
62.75	-144.5	35	0
60	-144	21.94778	4.027369099
60.25	-144	31.460395	17.33881689
61.5	-144	35.7460875	5.291017189
62	-144	34.7	0
62.75	-144	35.5	0
63.75	-144	31.0138425	0.970242818
64	-144	32.56394	1.851361923
67	-144	30.801755	0.851010082
67.75	-144	34.063745	0.372991756
60	-143.5	24.09463	0
60.25	-143.5	25.51347333	10.75567816
60.5	-143.5	23.97833	6.177672784
61.25	-143.5	40.8598725	11.45574067
61.5	-143.5	41.2	0
62.5	-143.5	35.3	0.282842712
62.75	-143.5	38.5	0
63	-143.5	32.612862	4.296996578
64.5	-143.5	36.29357	2.677912375
69.75	-143.5	41.84386	4.587510806
60.25	-143	26.32001667	10.46417899
60.5	-143	28.9440425	9.43671516
60.75	-143	36.538395	9.831580567
61.5	-143	45.950585	11.38524649
62.5	-143	36.22427	0.681111933
63.25	-143	31.6	0
65.25	-143	29.89415	2.961575332
60	-142.5	32.99976667	14.15503551
60.25	-142.5	44.18808	0
60.5	-142.5	28.9343	5.551057726
61	-142.5	42.47299	10.97261954
61.25	-142.5	47.310395	12.60120146
60.25	-142	32.63299	10.72216296
60.5	-142	32.12250667	10.12580622
60.75	-142	32.262735	3.482833238
62.25	-142	34.56004	1.704962875
63	-142	30.40623667	0.357212385
64	-142	35.772515	7.88072629
60.25	-141.5	38.49301556	8.074440346
61	-141.5	39.18278833	5.22317661
65.5	-141.5	35.182455	1.106558473
66.25	-141.5	35.202925	5.378148112
66.75	-141.5	32.591815	5.928121624
68.25	-141.5	31.09415	1.264519057
60.25	-141	28.25	13.78858223
60.5	-141	48.517405	8.085631693
60.75	-141	36	6.222539674
61.75	-141	40.184505	5.776362367
62.5	-141	29.8	0
64.75	-141	39.0479	0
69.25	-141	43.773685	7.316695494
60	-140.5	31.97951667	12.56928752
61.75	-140.5	41.476025	3.784470848
60.75	-140	43.16744667	13.48247415
61.25	-140	37.60234	0
65.5	-140	38.19532	1.973280468
67.5	-140	30.150875	0.779054896
59.75	-139.5	36.421145	2.232838154
60	-139.5	37.22352	7.244769864
64	-139.5	36.01051	0
68.5	-139.5	35.51813	3.278330885
59.5	-139	41.38435	0
60.25	-138.5	47.54386	0
61	-138.5	48.83041	0
61.5	-138.5	36.90059	0
62.5	-138.5	35.299415	1.271964891
65.25	-138.5	37.19357	1.405120169
66.25	-138.5	21.46199	0
69.25	-138.5	38.42105	0
59	-138	36.12734	0
60.5	-138	35.02924	0
61.25	-138	34.44444	0
63	-138	32.805265	1.987344822
64.5	-138	34.80468	5.077299479
67	-138	41.34503	0
68.5	-138	41.51345	8.36288119
59.75	-137.5	44.38597	0
60.75	-137.5	38.93108	0
63.75	-137.5	33.06199	0.195175614
60	-137	38.416375	2.805269378
61.5	-137	36.95965	1.074307333
62.5	-137	31.45263	0.922958197
65.25	-136.5	37	0
66.25	-136.5	37.189475	6.207655077
58	-136	30.8	0
60.75	-136	44.460235	9.984680091
61.5	-136	35.88421	2.098989911
67	-136	38.4	0
57	-135.5	22.57594	0
59.5	-135.5	40.80023	0
