65	-169	30	3.5
65.25	-168	35.91690265	5.014452663
65.5	-168	35.20765679	1.758530154
65.75	-168	32.71027426	2.197216428
66	-168	41.32541355	3.772556942
65.5	-167.5	28.66669867	1.713590798
65.75	-167.5	32.74249739	3.20557078
60	-167	38.28961288	4.549074818
60.25	-167	37.4714677	4.389057968
65	-167	28	1.565247584
65.25	-167	26.25	1.75
65.5	-167	29.74409912	1.802805036
65.75	-167	31.05347752	2.77520074
60	-166.5	38.65061474	5.016554877
60.25	-166.5	33.40810977	3.410028672
60.5	-166.5	29.60718008	3.120901411
64.75	-166.5	32.69992508	4.425190209
65	-166.5	31.3549713	2.465677502
65.25	-166.5	29.77177595	3.392791604
65.5	-166.5	29.03576991	2.070807406
65.75	-166.5	33.21235316	6.203476484
60	-166	42.34212101	3.906219873
60.25	-166	29.97970159	4.831324101
60.5	-166	31.26724894	3.220194563
60.75	-166	34.91082034	2.395078374
61	-166	29.8	1.565247584
64.75	-166	31.25403516	2.64557495
65	-166	30.90616371	2.731932702
65.25	-166	30.05496485	2.18469539
65.5	-166	28.74616743	1.907716491
65.75	-166	34.72299835	3.543094016
66	-166	33.81010978	3.15602113
66.25	-166	33.29746205	7.17077546
68.5	-166	39.84245744	4.747780847
68.75	-166	41.33611098	3.393928515
60	-165.5	48.19777154	9.926155737
60.5	-165.5	29.5	2.474873734
60.75	-165.5	30	1.75
61	-165.5	29.33333333	1.428869017
61.25	-165.5	28.5	2.474873734
61.5	-165.5	28.66666667	2.020725942
61.75	-165.5	32.25694868	5.03191989
62	-165.5	36.38540639	5.965118789
64.5	-165.5	33.18948733	2.318284403
64.75	-165.5	29.03732351	3.292651792
65	-165.5	31.45907171	1.858057095
65.25	-165.5	30.4453693	2.463066167
65.5	-165.5	28.28786687	2.490423329
65.75	-165.5	32.06639178	3.253604506
66	-165.5	33.01410095	3.853238803
66.25	-165.5	32	3.5
68	-165.5	37.00454796	2.115689075
68.25	-165.5	37.24319473	4.385105319
68.5	-165.5	41.97280266	3.015006887
68.75	-165.5	42.32927262	5.386842019
60.25	-165	32	3.5
60.5	-165	30.16666667	1.428869017
60.75	-165	29.5	1.428869017
61	-165	29.11111111	1.166666667
61.25	-165	29.16666667	1.428869017
61.5	-165	29.44444444	1.166666667
61.75	-165	30.65200094	3.799719244
62	-165	31.47890519	2.169697382
62.25	-165	39.73511802	7.54585964
62.5	-165	35.67903347	7.505707191
64	-165	26.66666667	2.020725942
64.25	-165	27.6	1.565247584
64.5	-165	32.46652381	2.85451619
64.75	-165	28.47827654	2.451723945
65	-165	30.16302636	1.474737767
65.25	-165	30.51096138	2.554824959
